Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
Cruel World,2005,"53, 27, 35","Following his dismissal from a television reality show, a deranged young man lures a group of beautiful coeds to his abode by telling them they will be the stars of a new show he is creating. What the women do not know is that when they lose their slot on the show, they lose their lives as well.",en,https://image.tmdb.org/t/p/w500/nwJnkCghNpjnJ6GkSDg5YYooGV4.jpg,4.5,Kelsey T. Howard,"Primetime Pictures, Emergence Entertainment"
In Your Dreams,2005,35,"Ninth is a promising young rapper whose reputation does not exceed even the few streets of his neighborhood. With his band and supported by Keuj, hairdresser apprentice producer, he tries to attend concerts and trying to break into the music, to the chagrin of his mother, who would see him in a more conventional career at the post office...",fr,https://image.tmdb.org/t/p/w500/j2WBbRyW12XJK2xeBq3SHcNTNsI.jpg,5.5,Denis Thybaud,
Doom,2005,"28, 27, 878","A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious.",en,https://image.tmdb.org/t/p/w500/nkzyhae9Eb9Eglbi6T5iEuPD6L.jpg,5.1,Andrzej Bartkowiak,"di Bonaventura Pictures, John Wells Productions, Reaper Productions, Stillking Films, Doom Productions, Distant Planet Productions, Babelsberg Film"
Dos auroras,2005,18,"When her son Mauricio suffers a severe crisis, Aurora, a wealthy woman from Guadalajara, returns from Greece to try to help him with the possible disclosure of the identity of his father.",es,https://image.tmdb.org/t/p/w500/XT26aMvJoHUAkRHhfVujvBSt1f.jpg,5,Jaime Humberto Hermosillo,
Eighteen,2005,"18, 10752, 10749","Pip, a street kid just turning 18, receives his grandfather's World War II-era memoirs and discovers parallels to his own life.",en,https://image.tmdb.org/t/p/w500/uEFgC5QYb4tS1z5bWQL7TQqqhOl.jpg,4.5,Richard Bell,"Bell Movies, Producers on Davie, Long Tale Entertainment"
Ghosts,2005,18,"Nina, an end-of-teenage orphan with mental problems, starts a new job as a garden cleaner when she meets Toni. They fell in love with each other, but soon Toni starts betraying Nina. In the meantime, Francoise is picked up at a psychic department of a Berlin hospital by her husband, Pierre. After seeing Nina, Francoise believes that she has found her kidnapped daughter Marie, but neither Toni nor Pierre believe her. Nina is unsure about what to think...",de,https://image.tmdb.org/t/p/w500/gFxZffbvyClIYjQgkFDZZ27dyRP.jpg,6.2,Christian Petzold,"Schramm Film, Les Films des Tournelles, ARTE France Cinéma, BR"
Graves End,2005,"9648, 53","When society turns their back on reformed felons, the town of Graves End welcomes them but when the ex-cons disappear, FBI agent Paul Rickman comes looking for them and discovers more than he expected.",en,https://image.tmdb.org/t/p/w500/7fsIifyJpvre1nFWYtXOD7DkHd2.jpg,5.8,James Marlowe,
Kim Novak Never Swam in Genesaret's Lake,2005,"80, 18","14-year old Erik gets sent to live with his older brother, Henry, during the summer as his mother is dying in cancer. Henry starts dating Ewa, who is married to Berra. A few days after Ewa shows up battered and bruised from an altercation with Berra, he is found dead on a nearby parking lot.",sv,https://image.tmdb.org/t/p/w500/tpVDiw0p6T67VL3v2GWzB973FW6.jpg,6.077,Martin Asphaug,"SF Studios, Film i Väst, SF Norge, ARD Degeto"
Living 'til the End,2005,"18, 10749","Told by a psychic of his imminent death on his next birthday, Jack lives out the year, as a hopeless agoraphobic, until he meets a young woman who slowly coaxes him out of his self imposed bondage.",en,https://image.tmdb.org/t/p/w500/d8YYhGKlzLaA7OhfTMh9kIwHl6h.jpg,3,Amanda Goodwin,
Magic Eye,2005,,During the riots of 1997 in Albania the retired photographer PETRO travels from his hometown Gjirokastra to the capital Tirana. He has taken pictures of a killing with his Super-8-camera and wants to get the film developed. Petro doesn't know that he shot material that shows how a TV-camera causes the death of a man and his granddaughter in order to get a good story. Unfortunately Petro meets this cameraman - BERTI - on the trip to Tirana. When the film is finally developed Petro gets to know the truth - and he knows his life is in danger! After many adventures on the road he tries at last to present the film to the public. But he must realize that the material was stolen. So only Petro knows the truth while the media spread lies about the deaths of Girokastra.,sq,N/A,0,Kujtim Çashku,"Elsani Film, Orafilm, Paradigma Entertainment"
