Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
A Human Promise,1986,18,"An old woman has died and her widower with dementia confesses to killing her. After this, the story goes back in time to show the events leading up to her death.",ja,https://image.tmdb.org/t/p/w500/irbh17XOZsn29K5n0KqBDxknBP.jpg,6.5,Yoshishige Yoshida,"Kinema Tokyo, Seibu Saison Group, TV Asahi, TOHO-TOWA"
Der Bärenhäuter,1986,"10751, 14",,de,https://image.tmdb.org/t/p/w500/6Cgh1otl2WQwK8neiOs0stpj3mG.jpg,5.8,Walter Beck,DEFA
The Hot Box Invasion,1987,,description needed,en,https://image.tmdb.org/t/p/w500/oJ7kH49P3C27PvmfSkWttsrB3wb.jpg,6,Ned Morehead,Visual Persuasion
Personal Case of Judge Ivanova,1986,"18, 10751",A young girl decides to leave her home after she fails to make a peace in the family.,ru,https://image.tmdb.org/t/p/w500/tGc8ozUU83bkY9I7jDoV5mjCmGN.jpg,5.5,Ilya Frez,Gorky Film Studios
...nebo být zabit,1986,"18, 10752",,cs,N/A,6,Martin Hollý,Filmové studio Barrandov
Times Devoid of Fairy Tales,1986,18,A coming-of-age story set in Slovenian town during WW2.,sl,https://image.tmdb.org/t/p/w500/qp4dywtNdLmURS4iPsTYiLgKdFC.jpg,0,Boštjan Hladnik,Viba film
Volunteers,1986,"10752, 35, 18","In this amusing antiwar comedy, seven inept and reluctant soldiers land on a desert island to carry on with the fighting. Just after their parachutes have collapsed behind them on the beach, helicopters approach and land nearby. Out pops a bevy of beautiful women sent to entertain the troops, which they do, and then they leave. From that point onward, there are a series of misadventures",sh,https://image.tmdb.org/t/p/w500/nrOHJZ0ZS0KvVwQ18VY1nXuVnx5.jpg,4.3,Predrag Golubović,"Zeta Film, Dunav Film, Radiotelevizija Titograd"
Enigma,1986,,An artist is invited to Turin and is asked to do a painting inspired by the city and the work of Giorgio De Chirico.,it,https://image.tmdb.org/t/p/w500/2v3ZDmgHeFOGHwc0OQOIngHipbC.jpg,9,Jean Rouch,
Barefoot Gen 2,1986,"16, 18, 10752","Three years after the Hiroshima bombing, a teenager helps a group of orphans to survive and find their new life.",ja,https://image.tmdb.org/t/p/w500/pMHR5NfNFe8HGvlU7YTZHsEjWcy.jpg,6.509,Toshio Hirata,"Madhouse, Tokyo Laboratory, Gen Productions"
Part-Time Divorce,1986,"18, 35","While heading to Spain to spend their honeymoon there, Siniša and Svetlana find themselves at Montenegrin coast due to mistake made by travel agency. They get back disappointed to Belgrade, where new problems expect them: Svetlana applied for an apartment, but divorced mothers with children are those who have advantage. Svetlana and Siniša decide to divorce for a part-time period so they could trick the housing board and get an apartment.",sh,https://image.tmdb.org/t/p/w500/j5NJjLhk1NcJ8o5Q1xU8bIlWSE5.jpg,5.7,Milan Jelić,Union film
Silent Joy,1986,18,This film is a psychological study of a woman who chooses solitude as an escape from the duplicity and emotional barrenness of the men around her.,sk,https://image.tmdb.org/t/p/w500/aBwCyfZnyv3IrI8tHz5QYGFiHQV.jpg,7,Dušan Hanák,Štúdio hraných filmov Bratislava
Protest Album,1986,"18, 80",Events surrounding the life of a female pop star in which several men are involved as well. The story starts to develop when one of them kills her...,sh,N/A,0,Živorad 'Žika' Mitrović,"Avala Film, Albran Film, Kinema Sarajevo"
Der Traum vom Elch,1986,18,"The nurses and friends Anna and Annette grow desperate over men and love. At the hospital, Anna has fallen in love with Markus, whom she lovingly calls ""moose"", but they only meet twice a year, when Markus has time for her. In the meantime, she keeps afloat with flights of fancy. Meanwhile, Annette clings to the painter Ludwig who cannot stand such a close relationship. Through Annette and Ludwig, Anna meets an attractive married man but her high spirits do not last long.",de,https://image.tmdb.org/t/p/w500/uwzFIwa4wC8ArIAlw7sG2IlVWhm.jpg,2,Siegfried Kühn,DEFA
Az utolsó szó jogán,1986,99,Documentary about the life of József Béres.,hu,https://image.tmdb.org/t/p/w500/izlLuIYLh0xnsPaD249W690KUuc.jpg,0,Ferenc Kósa,
Antonyho Šance,1986,18,,cs,https://image.tmdb.org/t/p/w500/4TKbmq7i4qy2GyfRJuph0wZm0AR.jpg,2,Vít Olmer,
The 11th Commandment,1986,"53, 27, 18",A murderous psycho breaks out of a mental hospital and goes after his rich uncle who killed his father and raped his mother.,en,https://image.tmdb.org/t/p/w500/rbJ8fYPoi7QatExsR5CfbYb8Uw8.jpg,4.2,Paul Leder,"Manson International Pictures, Poor Robert Productions, Forum Home Video"
Hledám dům holubí,1986,10751,,cs,N/A,0,Věra Plívová-Šimková,Filmové studio Barrandov
The Pied Piper,1986,"16, 14","A darkly brilliant stop-motion adaptation of The Pied Piper of Hamelin about a plague of rats that punish townsfolk corrupt with greed.  One of Czechoslovakia's most ambitious animation projects of the 1980s, notable for its unusual dark art direction, innovative animation techniques and use of a fictitious language.",cs,https://image.tmdb.org/t/p/w500/gw4ZXFrj1fuwbbtLwg9C7JAfEy4.jpg,7.6,Jiří Barta,"TV 2000 Film- und Fernsehproduktions GmbH, Krátký film Praha, Krátký film Praha – Studio Jiřího Trnky"
Lust on the Orient Xpress,1986,,"Nick and Nora Chalmers write mystery novels... steamy, sexy mystery novels. In search of plots for the next book, they travel to Europe to experience the passion, desire and intrigue on the legendary Orient X-press. Once on board, they discover a cast of shady (and horny) characters.",en,https://image.tmdb.org/t/p/w500/vpGlCdFzr0ij0cV5Ly8xGZ3n7JG.jpg,7,Tim McDonald,
Полевая гвардия Мозжухина,1986,18,,ru,https://image.tmdb.org/t/p/w500/91g92RMLqM4Sl5uN2iWdEjbmEue.jpg,0,Valeri Lonskoy,Mosfilm
Snipers,1986,"18, 10752","After studying Central female school where learner was trained as a spinier, in 1943 Aliya joined the Soviet armed force with her girlfriends .She shot an German sniper who killed many Soviet soldiers in an fighting action.",ru,https://image.tmdb.org/t/p/w500/dkxo8Q19fdYaPUWjV2l6hIISrby.jpg,0,Bolotbek Shamshiyev,Kazakhfilm
"Like Father, Like Son",1987,35,,de,https://image.tmdb.org/t/p/w500/sDP67r8VyasRPcU5d7GnLFRkrsQ.jpg,5,Günter Reisch,DEFA
Blond Tango,1986,18,"For five years Rogelio, a Chilean exile, has been in the GDR, where he works as a lighting technician at a theater. Though his colleagues try to make him feel welcome, he feels lonely and isolated.",de,https://image.tmdb.org/t/p/w500/3YkTKysh0YaU4thgvXxFda69YaS.jpg,0,Lothar Warneke,DEFA
It's Not Me,1986,"35, 14",,cs,https://image.tmdb.org/t/p/w500/iBY7GO7r5n2wJU9EkBm6HJGyXJ0.jpg,4.8,Václav Vorlíček,Filmové studio Barrandov
Návrat Jána Petru,1986,18,,sk,N/A,0,Martin Ťapák,Slovenská filmová tvorba
Veronika,1986,"18, 36","Emperor Francis Joseph I is about to arrive in Prague, and among those who came to Stromovka to welcome him is Veronika Pavlitová. She wants to submit a request for clemency for her imprisoned father to the emperor, because she is barely able to support herself and her siblings on the meager salary of a seamstress. By chance, the girl meets Božena Němcová, whom she admires immensely. She becomes her friend and confidant for a while. However, police director Paümann, who has been following Božena Němcová for a long time, takes advantage of the naivety of the young girl. Veronika, in her simple-mindedness, tells him many things. Only later will she understand how she was abused.",cs,https://image.tmdb.org/t/p/w500/2I5kSmb097ncsMU5JcGb6tjqx3Y.jpg,4,Otakar Vávra,Filmové studio Barrandov
Where Are You Going?,1986,35,"In this comedy, a mathematician is so bored and burnt-out with his career that he rebels, first by crawling under a table during an interminable faculty meeting and then by throwing his telephone away, locking his wife out of their apartment, and running off on his own. At this point, the comedy takes a turn when the rebellious mathematician follows a strange wheel and meets a goatherd who shelters him in his humble abode. Events change from a bit odd to totally bizarre as the mathematician continues on his journey of escape.",bg,https://image.tmdb.org/t/p/w500/gN35OMeJ1fsBV2e0fRhgRe1fFTc.jpg,6,Rangel Vulchanov,Boyana Film
A.A.A. Cercasi ragazza tuttofare,1986,,,it,https://image.tmdb.org/t/p/w500/agpdby64bqJrhtLvAXcYzhdqeob.jpg,9,Mara Bronzoni,Film Films
Ex Voto,1986,99,"""In the understanding of the complex cultural conditions of central Switzerland, I wanted to further explore through the film, who I am and what influences have influenced me. In the continuation of the contemplation of my homeland, I felt the need to come closer to the elemental of life and survival. So I went with the camera through my country and have taken everything that has happened to me. While working, I realized that the film is a reflection of my own spiritual needs. I've been trying to find an answer, to become aware of what my elemental sensations are that I believe are not different with my fellow human beings.""-Langjahr",de,https://image.tmdb.org/t/p/w500/7MnrZVz8dFzLvfzrDYxmezXPYqM.jpg,0,Erich Langjahr,Erich Langjahr Produktion
Carefree Giovanni,1986,35,"In this entertaining drama, ""Carefree Giovanni"" (Sergio Castellitto) is the beleaguered last heir to a dukedom closely associated with the great artist Leonardo da Vinci. As the curtain opens, one of Giovanni's ancestors drops dead when he hears that Leonardo has died. Cut to the present, and the last duke in this line, Giovanni, is miserable in a home shared by two older women who browbeat and badger him without mercy. Giovanni's one solace is to go up on the rooftop and gaze out at the world around him as he daydreams. He has a special passion for the lovely Claire (Eleonora Girogi) who lives next door. To show his sincerity, he zooms off paper airplanes in her direction. However, these missiles are made from actual letters written by the great Leonardo himself. Could this man be last link in the lineage that started 400 years earlier?",it,https://image.tmdb.org/t/p/w500/yyT5Vdn8qFWmHIzEDg45yxm3mBg.jpg,5,Marco Colli,"RAI, ASA Film Production, Istituto Luce Cinecittà"
Knife Under the Throat,1986,"27, 53, 18",A woman posing in erotic magazines is stalked by a maniac who kills the people around her.,fr,https://image.tmdb.org/t/p/w500/jLro6J4v08jvwLInqzNncc6MU1v.jpg,3.8,Claude Mulot,
Moving In!,1986,,"An outrageous interracial couple (Lili Marlene and F.M. Bradley) moves in next door and introduce themselves into the normal lives of Chuck and Sonia Rollins (Ron Jeremy and Stacey Donovan) and infect them with the spirit of proper modern suburbia swinging.  After  receiving a gift-wrapped woman as a present,  Sonia and Chuck realize how their newfound friends of the flesh have opened the raunchy horizons of their sex lives.",en,https://image.tmdb.org/t/p/w500/s7HEKrwE1LUII82ce2N2gEQv8oV.jpg,0,Alex de Renzy,
"Nur Frauen, kein Leben",1986,,Film by Richter.,en,N/A,0,Roland Suso Richter,
Vampires,1986,27,The students at a private girls' school are unaware that the school's doctor is secretly using a machine to extract the energy from the young girls.,en,https://image.tmdb.org/t/p/w500/mJfAUlYJUHrabJDOfIiAiAIeoWP.jpg,3.8,Len Anthony,
Wild Things 2,1986,,"Episodic stories of seduction featuring a girl and her water delivery man, female high school reporter and a porn star, Bonnie and Clyde, a high school couple, a birthday girl and her two girlfriends and a nurse/patient sex fantasy.",en,https://image.tmdb.org/t/p/w500/5EJUTXtWgqIJK6scHwYLzoqsypL.jpg,0,Alex de Renzy,
Baixo Gávea,1986,18,"Clara directs the rehearsals of a theatrical play about Fernando Pessoa while constantly seeking the right man and the love of his life. One of the actresses is the lesbian Ana, who interprets the poet Mário de Sá Carneiro. She is Clara's friend and confidant with whom she shares an apartment. Clara does not perceive Ana's love for her, that always helps her to recover from the disappointments. Unlike the character Sá Carneiro, poet of decadentism, nostalgia, metaphysics and vague, Ana is the pragmatic side of Clara, who often brings a disillusioned vision as if it were Fernando Pessoa himself, who may be associated with concepts of the poet's heteronyms.",pt,https://image.tmdb.org/t/p/w500/ubw3vMPePjsMVVDFIFRDHvPTVHX.jpg,5.2,Haroldo Marinho Barbosa,"Haroldo Marinho Barbosa Filmes, Embrafilme"
Sobredosis,1986,18,"An innocent teenager, the son of dysfunctional parents, descends into the abyss of drug addiction.",es,https://image.tmdb.org/t/p/w500/jmCEkpTftDKmrBMHZ7v4JQRWo84.jpg,3,Fernando Ayala,Aries Cinematográfica Argentina
Fucked Up,1986,14,"Do you want to see a man get so turned on he becomes more of a sleazy animal than a human? Casey Donovan gets nastier by the minute in this wild Christopher Rage production. By the end of this amazing hour he's thrashing on the bed moaning, ""I want to get fucked, I want to get fucked!"" It's sex-crazed, stoned out, piggy, nasty. And fucked up!",en,https://image.tmdb.org/t/p/w500/5zXtfv2HF48mMYzP0zp6qPMTgtQ.jpg,0,Christopher Rage,"Live Video, Inc."
Italian Fast Food,1986,35,"The Film centers around an American-style fast food restaurant in Milan, the employees who work there and the clients that frequent the place.",it,https://image.tmdb.org/t/p/w500/aFQEcaQlztQpYhm9W67K8vmdUgY.jpg,4.3,Lodovico Gasparini,"Reteitalia, C.G. Silver Film, Video 80"
