Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
Corporate,2006,80,Two corporate giants compete in order to recklessly maximize their respective profits.,hi,https://image.tmdb.org/t/p/w500/jwGU00goh5oU2olCF6owqi3cXnf.jpg,6.6,Madhur Bhandarkar,
15 Minutes Over Low Heat,2006,"35, 18",,tr,https://image.tmdb.org/t/p/w500/AasbAVwO493PMJgY4eh43quALR2.jpg,5.9,Neco Çelik,MEDYAPIM
Omkara,2006,"80, 18","Half-caste bandit Omkara Shukla abducts his lady love, Dolly Mishra, from her family. Thanks to his cleverness, he gets away with the kidnapping. A conspiracy, however, forms against him when he denies his right-hand man, Langda Tyagi, a promotion. Ultimately, this plot threatens not only his relationship with Dolly, but their lives and those of their associates as well.",hi,https://image.tmdb.org/t/p/w500/qlaDOKLgMZnvHYOIsMn0q6zDtUo.jpg,6.852,Vishal Bhardwaj,"Big Screen Entertainment, Shemaroo Entertainment, Eros International"
Arctic Tale,2007,"99, 10751","Arctic Tale is a 2007 documentary film from the National Geographic Society about the life cycle of a walrus and her calf, and a polar bear and her cubs, in a similar vein to the 2005 hit production March of the Penguins, also from National Geographic.",en,https://image.tmdb.org/t/p/w500/o3xE1J14VtRDuERA9kOxSEdimws.jpg,6.833,Sarah Robertson,National Geographic Films
Farce of the Penguins,2006,35,"In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",en,https://image.tmdb.org/t/p/w500/bb3f1catVid2yDqHvhygai2RUoM.jpg,4,Bob Saget,FOTP Productions
Mobile Suit Zeta Gundam - A New Translation III: Love is the Pulse of the Stars,2006,"28, 16, 878, 10752","Universal Century 0087, Char Aznable has now become the leader of the AEUG. Scirocco, the man from Jupiter, schemes to seize control of the Titans. Haman, the Axis leader, is attempting to restore the Zabi family. Through politics and strategy, these three powers struggle for dominion over the Earth Sphere. The war builds to a deadly endgame around the space colony Gryps 2, which has been converted into a giant laser cannon. What destiny awaits Kamille at the end of the conflict?  This is the final part of the Mobile Suit Zeta Gundam feature trilogy, which features enhanced animation and theme songs by GACKT.",ja,https://image.tmdb.org/t/p/w500/4iMoYO4Zit9wyZXIdqGskLeoT6V.jpg,6.5,Yoshiyuki Tomino,SUNRISE
Unaccompanied Minors,2006,"35, 10751",Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,en,https://image.tmdb.org/t/p/w500/7yhaXxwxs1fIOyuPv3YuE2fea0t.jpg,6,Paul Feig,"Warner Bros. Pictures, Village Roadshow Pictures, The Donners' Company"
"Antonio, guerriero di Dio",2006,"18, 36",,it,https://image.tmdb.org/t/p/w500/qqLuQJrYZQrXjXwfeTwkrIKbub5.jpg,6.6,Sandro Cecca,
The Passenger: Adult Secrets,2006,18,"A coming of age story about a boy in RIo de Janeiro, Brazil who, after his father's death, finds out about his family and where he came from.",pt,https://image.tmdb.org/t/p/w500/mfT3ok9Z38f0lOw7KbcaMsVFBaq.jpg,3.7,Flávio R. Tambellini,Ravina Filmes
Punish Me,2006,18,"Angelina Maccarone's intense drama deals with the obsessive relationship between a confused teenager and an elder woman. Elsa Seifert successfully works as probation officer, but the relationship to her longtime companion is in trouble since their common daughter moved out. Then she gets to know Jan, a 16-years-old offender, who frankly offers to submit himself sexually to her. Although being shocked in the beginning, Elsa gets more and more attracted by the young man...",de,https://image.tmdb.org/t/p/w500/dDONHMpVRzd84VZSMg1UmQKTjYe.jpg,4.8,Angelina Maccarone,MMM Film Zimmermann & Co
Zinda,2006,"28, 53","The film is about a man, who has been imprisoned for 14 years, who has been released and has four days to figure out why he was imprisoned in the first place.",hi,https://image.tmdb.org/t/p/w500/8dnHugvmE4CV2BLGHBcajmzBWpB.jpg,3.8,Sanjay Gupta,White Feather Films
Guilty Hearts,2006,"18, 10749","Over the course of this drama's six separate stories, a variety of couples struggle with the infidelity, dishonesty and heartbreak that plagues their varied pasts. In overcoming their challenges, these diverse individuals embrace a brighter future.",en,https://image.tmdb.org/t/p/w500/pfJ24TtOIluaYXgcg0AurLfGwhj.jpg,5.4,George Augusto,
39: A Film by Carroll McKane,2006,"27, 53","Carroll McKane's DVcams have recorded the deaths of his 36 past victims. His killing room, a makeshift studio, is the set for the murders of two more victims and the torture of a forensic psychiatrist, destined to be his biographer and the killer of his final victim... number 39.",en,N/A,0,Gary Sherman,Real Films Inc.
Awesome: I Fuckin' Shot That!,2006,"10402, 99","Concert film combining the footage from 50 camcorders given to audience members of a sold out show at Madison Square Garden on October 9, 2004.  The audience members were instructed to keep the cameras rolling at all times.",en,https://image.tmdb.org/t/p/w500/dCmuAPayMSAK51Dl6xZBSAL5yh0.jpg,7.1,Adam Yauch,thinkfilm
Big Bad Wolf,2006,"27, 35","In Cameron, a group of hunters is attacked by a wild animal, and Charlie Cowley survives, but sees his brother Scott dying. Seven years later, his teenage nephew Derek Cowley steals the key of his stepfather's cabin in the isolated Fire Road 13, and travels with four classmates and his friend Sam to spend the weekend having a party with booze and sex. However, they are attacked by a Beast that kills his friends in a sadistic way. Sam and Derek survive, and they suspect that his stepfather, Mitchell Toblat, is a werewolf. When Charlie meets Derek and Sam, they decide to collect evidence to prove that Mitchell is the Beast and kill him, but Mitchell discovers their plot and chases the trio.",en,https://image.tmdb.org/t/p/w500/g5avBNbdYltaspuTXR5DRlg5gib.jpg,6.3,Lance W. Dreesen,"Red Five Entertainment, Bad Apple Films, Rainstorm Entertainment, Autonomous FX"
A Crime,2006,80,"Vincent's life is on hold until he finds his wife's killer. Alice, his neighbor, is convinced she can make him happy. She decides to invent a culprit, so that Vincent can find revenge and leave the past behind. But there is no ideal culprit and no perfect crime.",en,https://image.tmdb.org/t/p/w500/ms5tA7A2xc1EOqc2mVvcFrnH6gO.jpg,5.7,Manuel Pradal,"ARP Sélection, Alice Productions"
Darkworld,2005,27,"Fallon is a gorgeous twenty-something with just a couple of flaws. For starters, she's dead. A close second, she has found herself in a new job serving as a soul huntress for an evil overlord. Fallon accepts her new role and quickly turns loose on humanity. Her sinister supervisor, Mr. Sixx, is greatly impressed. Over confident in his new student, he assigns Fallon to a forbidden case -- one that ignites terrible memories and turns her against him. Can faith and family survive an onslaught of soul-searing demons? What happens when Fallon discovers that her next target is someone that she greatly cares for?",en,https://image.tmdb.org/t/p/w500/6hhL9j0FbdEnERfsatej8KG1VWI.jpg,2.8,David Palmieri,Devil Girl Productions LP
